distance_km,fuel_price,hour,day_of_week,traffic_level,weather,vehicle_type,fare
8.26,4189.52,4,2,2,0,Special Hire,13500
36.36,4276.25,8,2,3,1,Boda Boda,26500
15.94,4789.97,6,1,1,1,Special Hire,23000
28.04,5423.94,3,5,1,0,Mini Bus,11500
42.24,4068.04,15,3,1,0,Boda Boda,16000
16.71,6096.6,14,6,1,0,Taxi,12000
8.54,4023.62,8,2,2,0,Mini Bus,3500
20.61,4389.26,12,2,2,0,Mini Bus,7500
16.25,6070.75,1,6,1,0,Special Hire,25500
35.33,5761.24,19,4,3,0,Boda Boda,24500
37.06,5159.11,5,1,1,0,Taxi,25500
1.18,4187.59,3,6,1,0,Mini Bus,1500
33.1,4616.67,19,2,2,0,Taxi,23000
40.86,6325.95,6,3,2,0,Mini Bus,18500
16.87,4035.96,11,0,1,0,Special Hire,18500
44.77,6424.64,19,6,3,1,Mini Bus,31000
2.68,5048.41,11,1,1,0,Taxi,2500
44.73,5364.21,16,2,1,0,Mini Bus,15000
17.16,6079.53,19,4,3,0,Special Hire,35000
44.48,5269.25,20,4,3,1,Special Hire,102000
34.43,5575.92,0,1,1,0,Special Hire,51500
13.06,4503.65,21,3,2,0,Boda Boda,7000
11.56,5126.29,8,0,3,0,Boda Boda,8500
21.86,4235.58,16,5,1,0,Taxi,12000
42.68,6129.33,20,2,3,0,Boda Boda,32500
40.68,5089.32,20,4,3,0,Special Hire,75000
9.02,5730.24,0,1,1,0,Boda Boda,6000
26.5,4865.37,21,6,1,0,Mini Bus,8500
7.09,4619.08,4,2,1,1,Special Hire,12500
2.62,4135.93,14,5,1,0,Mini Bus,1500
35.33,4885.22,4,3,1,0,Boda Boda,17000
43.02,5895.79,22,4,1,0,Taxi,33500
14.55,4434.16,17,4,3,0,Taxi,13500
22.87,5321.57,11,1,1,0,Mini Bus,8000
34.18,4436.58,15,3,1,0,Special Hire,38000
36.36,4561.98,20,0,3,0,Taxi,32000
40.71,6228.2,6,1,1,1,Mini Bus,18500
2.96,5505.13,1,0,1,0,Taxi,3000
12.22,4179.51,0,1,1,0,Special Hire,15500
25.77,4974.85,8,3,3,0,Mini Bus,12500
14.91,6327.92,6,1,1,0,Special Hire,21500
40.36,6336.79,18,0,3,0,Boda Boda,31000
13.69,5418.45,10,1,1,0,Boda Boda,6500
8.55,4227.09,7,2,3,0,Special Hire,15000
35.01,6465.58,1,1,1,0,Special Hire,55500
16.87,4244.47,11,3,1,1,Boda Boda,9000
22.5,4834.13,15,0,1,0,Special Hire,26500
26.7,4621.89,7,4,2,0,Boda Boda,13500
26.13,4648.63,21,2,1,1,Special Hire,38000
35.23,4028.13,0,2,1,0,Special Hire,42000
38.38,5240.28,16,0,1,0,Boda Boda,17500
28.85,5381.28,23,1,2,0,Taxi,25500
20.94,6213.06,11,0,1,0,Taxi,15500
34.86,6393.51,7,4,3,0,Mini Bus,20000
31.18,6271.14,2,5,1,0,Taxi,26000
23.17,5390.96,23,5,1,0,Special Hire,33500
19.61,5851.59,16,5,1,0,Mini Bus,7500
12.45,5237.97,11,1,1,1,Special Hire,19500
35.73,4349.4,19,2,3,0,Boda Boda,21500
28.46,5222.87,0,0,1,0,Special Hire,40000
30.15,5444.18,7,4,2,0,Boda Boda,16500
12.33,5452.83,23,2,2,0,Mini Bus,7000
41.47,5989.64,13,5,1,0,Mini Bus,14500
21.6,5444.16,15,1,1,0,Boda Boda,10500
16.52,4916.34,7,1,3,1,Mini Bus,10500
24.9,5050.38,8,1,2,0,Taxi,18500
6.55,5531.83,16,3,2,0,Boda Boda,4500
28.93,5772.67,3,0,1,1,Special Hire,56500
1.57,5019.59,5,5,1,0,Taxi,2000
38.08,5890.7,17,5,3,0,Mini Bus,20500
34.04,6486.42,19,0,3,0,Boda Boda,26000
26.61,5695.35,0,6,1,0,Mini Bus,11000
22.01,4714.65,4,3,1,0,Special Hire,29000
34.66,6332.12,23,0,1,0,Taxi,27500
33.68,4145.94,1,6,1,0,Special Hire,41500
37.25,5830.4,19,1,2,0,Special Hire,59000
44.21,4356.59,21,2,1,0,Taxi,24000
2.53,5443.98,18,5,3,0,Boda Boda,3000
34.84,5090.66,16,3,1,0,Boda Boda,15500
8.62,4080.8,21,3,1,0,Mini Bus,3000
11.75,6171.77,2,6,1,0,Mini Bus,5500
37.99,4702.86,5,0,2,1,Boda Boda,26500
22.86,6036.27,7,4,2,0,Special Hire,38500
42.73,4405.64,19,1,2,0,Mini Bus,15000
28.72,5149.64,3,3,2,0,Special Hire,49500
18.11,5183.34,21,2,1,0,Special Hire,22500
41.65,4650.07,21,0,1,0,Special Hire,46500
38.21,4663.13,16,2,1,0,Mini Bus,12000
22.82,4406.22,23,4,1,0,Taxi,15500
7.05,5546.68,17,4,3,0,Mini Bus,4500
13.86,4387.47,4,1,1,0,Taxi,10000
27.9,4322.78,9,1,3,0,Mini Bus,12500
30.04,5404.1,20,0,2,0,Taxi,23000
24.61,4279.41,7,0,2,1,Boda Boda,15000
17.03,5259.58,4,0,2,0,Taxi,15000
43.6,4826.49,17,2,2,0,Mini Bus,16500
42.12,5659.6,0,0,1,0,Mini Bus,17000
19.96,4156.07,8,6,3,0,Boda Boda,12500
33.86,4120.42,21,4,1,0,Special Hire,35500
9.95,4915.13,15,4,1,1,Mini Bus,5000
31.96,6349.84,23,6,1,0,Special Hire,50500
33.17,6119.12,12,0,1,1,Mini Bus,15000
34.52,5169.92,18,3,2,1,Taxi,33000
14.16,4539.9,19,4,2,0,Boda Boda,8000
20.77,4652.42,15,5,1,0,Special Hire,24500
39.09,6156.73,12,3,1,1,Special Hire,67000
34.19,4724.83,9,3,2,1,Boda Boda,21000
5.86,5597.75,17,0,3,0,Taxi,7000
15.22,4906.21,15,3,1,0,Special Hire,18500
36.08,5704.44,20,0,3,0,Special Hire,69000
20.58,5346.34,13,1,1,0,Boda Boda,9500
13.46,4354.37,16,1,1,0,Mini Bus,4500
42.83,5938.21,12,6,1,0,Mini Bus,14500
17.11,5744.42,0,4,1,0,Taxi,14000
33.47,5278.11,10,1,1,0,Mini Bus,11500
8.98,4492.66,9,3,3,0,Special Hire,16000
43.56,4957.83,18,5,3,0,Taxi,40000
7.19,5324.73,16,4,1,0,Taxi,5500
13.3,6362.24,7,3,2,0,Mini Bus,6500
30.57,6264.79,2,3,1,0,Mini Bus,13000
8.68,5739.79,20,4,3,0,Special Hire,18500
30.77,4870.26,6,0,1,0,Taxi,18500
22.38,4641.51,23,5,1,0,Mini Bus,8500
43.03,4117.72,21,2,1,0,Taxi,22500
20.28,4010.72,6,5,1,0,Taxi,11000
26.65,5462.01,2,6,1,0,Taxi,20500
34.28,6013.34,18,5,2,0,Special Hire,55000
36.75,4455.67,19,4,3,0,Taxi,32000
25.2,4008.43,3,6,1,1,Boda Boda,14000
14.99,4299.97,3,2,1,0,Special Hire,19500
37.49,4370.04,15,2,2,0,Special Hire,50000
6.24,6320.85,15,6,1,0,Mini Bus,3000
3.43,5284.51,1,2,1,1,Mini Bus,3000
37.19,5970.15,7,2,2,0,Boda Boda,21500
32.38,4517.32,9,2,3,0,Special Hire,55500
44.18,5967.57,11,1,2,0,Taxi,35000
5.3,5095.46,16,0,2,0,Mini Bus,3000
39.39,4674.3,4,1,1,0,Mini Bus,14000
4.74,6137.4,22,3,1,0,Boda Boda,3500
42.34,6291.7,19,4,2,0,Mini Bus,18500
3.44,5342.67,16,5,2,0,Special Hire,6000
33.13,5600.86,22,4,1,0,Taxi,24500
8.99,5955.38,14,0,1,0,Mini Bus,4000
40.67,4848.05,15,3,2,0,Mini Bus,14500
18.65,6148.01,10,4,1,0,Mini Bus,7500
0.63,6442.2,6,2,1,0,Mini Bus,1000
2.86,5735.5,16,1,1,0,Boda Boda,2500
25.94,5983.58,22,2,1,0,Taxi,20500
29.47,4582.33,19,4,3,0,Special Hire,48500
41.79,5876.38,22,1,1,0,Taxi,32500
34.3,5429.08,12,6,1,0,Taxi,22000
21.63,6142.87,5,2,2,0,Boda Boda,16000
14.63,5801.69,12,4,2,0,Taxi,12000
34.89,5583.7,5,2,2,0,Special Hire,62000
22.85,6078.23,6,3,1,0,Mini Bus,9000
1.47,4100.72,1,4,1,0,Taxi,2000
24.03,4057.87,6,4,1,0,Special Hire,25500
30.96,6472.95,5,0,1,0,Boda Boda,19000
27.63,5516.47,19,0,2,1,Boda Boda,20000
26.77,5726.38,6,3,1,0,Mini Bus,9500
6.85,6080.35,6,3,1,0,Taxi,5500
19.78,4847.32,7,1,3,0,Boda Boda,13000
20.79,4615.23,4,5,1,0,Taxi,14500
9.08,5017.35,3,5,1,0,Mini Bus,4000
28.65,6011.48,4,3,1,0,Special Hire,45000
1.31,6362.43,9,0,3,0,Special Hire,4500
31.24,4035.92,1,0,2,0,Taxi,23000
35.41,6110.91,5,1,1,1,Mini Bus,18500
23.67,4355.68,4,2,1,0,Mini Bus,8000
35.86,5195.74,19,5,3,0,Taxi,33000
4.7,4631.35,9,6,3,0,Mini Bus,3500
18.74,5084.78,7,5,3,1,Taxi,23000
10.15,4745.9,13,0,1,0,Boda Boda,5000
27.49,5853.04,4,2,1,0,Taxi,22000
26.23,5639.2,6,1,1,1,Taxi,22000
39.53,5114.59,23,5,1,0,Taxi,27500
32.53,5857.09,2,1,1,0,Boda Boda,18000
16.42,5612.85,22,3,2,0,Boda Boda,11500
33.4,5279.08,16,0,2,1,Mini Bus,16500
34.26,5419.84,2,5,1,0,Boda Boda,18500
26.07,4942.67,16,0,1,1,Taxi,19500
22.85,5408.35,17,5,3,1,Special Hire,54500
28.07,4213.28,6,4,1,1,Taxi,20000
16.45,4895.46,21,4,1,1,Special Hire,25000
23.53,5985.71,23,6,1,0,Mini Bus,10000
20.04,6204.24,14,4,2,0,Taxi,17500
32.82,6281.38,9,2,3,0,Boda Boda,25000
13.84,5573.22,23,1,1,0,Special Hire,21000
4.22,4165.66,12,1,1,0,Mini Bus,2000
0.84,6329.76,2,5,2,0,Special Hire,3000
29.88,4023.2,14,5,2,1,Mini Bus,12500
31.76,4239.62,13,0,1,0,Boda Boda,13000
26.58,5217.33,14,3,1,0,Mini Bus,9000
10.95,4382.35,7,2,2,0,Taxi,8500
33.77,5099.98,1,6,1,1,Boda Boda,22000
29.68,5232.88,21,6,1,0,Taxi,18500
23.53,4347.27,22,2,1,0,Taxi,15000
44.86,4976.05,7,2,3,0,Taxi,40500
24.24,4896.23,14,0,1,0,Boda Boda,11000
7.55,5993.05,2,0,1,0,Mini Bus,4000
30.39,5236.02,10,5,1,0,Mini Bus,10000
8.98,4617.8,23,5,1,0,Taxi,6500
31.85,4698.13,5,2,1,0,Mini Bus,11500
8.55,4621.13,21,5,1,0,Special Hire,10000
14.81,4774.97,19,1,2,0,Mini Bus,6000
38.87,4648.16,0,3,2,1,Special Hire,74000
13.27,4125.67,22,6,1,0,Mini Bus,5000
11.27,4346.54,19,5,3,0,Boda Boda,7500
12.78,6491.91,22,1,1,0,Taxi,11500
42.23,5323.21,4,2,1,0,Boda Boda,22000
11.43,5435.29,19,1,2,0,Boda Boda,7000
36.48,5868.43,12,6,1,0,Boda Boda,18000
2.67,4715.82,21,2,1,0,Mini Bus,2000
41.24,4814.4,19,1,3,0,Boda Boda,25500
13.44,4663.99,20,3,2,0,Boda Boda,7500
15.76,6425.23,10,5,1,0,Special Hire,22500
21.02,4027.72,1,3,1,0,Special Hire,25000
24.81,6480.73,13,4,1,0,Boda Boda,13000
6.16,4091.03,21,4,1,0,Boda Boda,3000
26.6,5288.68,14,2,1,0,Special Hire,32000
33.68,5780.39,15,2,1,0,Special Hire,45500
35.07,5163.28,23,6,1,0,Mini Bus,13000
44.53,6217.54,8,4,3,0,Special Hire,93000
30.42,5057.58,17,4,3,0,Special Hire,56000
21.24,5085.79,10,1,1,0,Mini Bus,7500
16.83,5187.29,19,5,3,0,Taxi,17000
37.21,5728.48,4,1,2,0,Special Hire,67500
39.25,4032.31,2,1,1,1,Taxi,30500
32.76,5012.59,21,1,1,0,Special Hire,38000
4.31,4386.7,4,1,1,0,Boda Boda,3000
27.9,5950.49,8,5,3,0,Mini Bus,15000
1.37,6392.75,13,0,1,0,Boda Boda,1500
28.76,5645.01,11,3,1,1,Boda Boda,17000
42.64,4099.6,5,1,1,1,Taxi,33000
27.75,4705.76,9,6,3,0,Boda Boda,17500
3.28,5493.69,22,1,1,0,Special Hire,6000
10.29,5196.0,10,6,1,0,Special Hire,13000
15.08,5347.81,2,4,1,1,Boda Boda,11000
17.47,5848.84,17,2,2,0,Special Hire,27500
19.1,5036.9,17,5,3,0,Taxi,18500
6.88,5837.18,18,5,2,0,Boda Boda,5000
42.01,4662.01,15,3,1,0,Special Hire,47000
31.98,6189.53,14,2,1,0,Mini Bus,12000
26.15,5213.33,13,6,1,0,Special Hire,32000
28.59,5152.51,14,3,1,0,Boda Boda,13000
36.08,4586.31,6,0,2,0,Mini Bus,13500
12.17,5747.08,14,0,1,0,Boda Boda,6500
19.23,5023.35,16,5,1,0,Mini Bus,6500
5.75,4950.33,3,0,1,0,Boda Boda,3500
30.26,4339.95,9,6,2,0,Taxi,20500
30.64,5096.31,6,1,1,0,Boda Boda,13500
21.32,6131.81,7,3,2,0,Taxi,18500
14.8,4224.58,14,4,2,0,Taxi,10500
9.32,6195.28,18,5,2,0,Special Hire,16000
44.75,6441.6,0,1,2,0,Mini Bus,23000
38.25,4297.58,9,0,2,0,Taxi,25500
17.37,4060.28,14,1,1,1,Boda Boda,9000
26.88,5940.66,0,5,2,0,Boda Boda,18000
5.93,5146.79,22,1,2,0,Mini Bus,3500
14.48,4180.25,10,0,1,0,Boda Boda,6500
37.73,5583.95,9,6,3,1,Taxi,46500
10.37,5777.41,15,2,1,0,Special Hire,14000
11.52,5337.15,20,6,3,0,Taxi,12000
11.68,6467.28,23,6,1,0,Mini Bus,6000
24.74,5447.02,7,2,3,0,Mini Bus,13000
14.28,5572.2,9,4,3,0,Boda Boda,11000
27.33,6336.7,13,6,1,1,Taxi,24000
35.21,5894.94,20,3,3,0,Taxi,37000
16.72,4981.0,22,6,1,0,Boda Boda,9000
38.81,5213.16,8,1,3,1,Taxi,44500
16.43,5301.11,3,1,1,0,Mini Bus,7000
15.72,5654.11,13,0,1,0,Boda Boda,8000
7.0,5630.68,15,2,1,0,Taxi,5500
9.9,4826.92,0,3,1,0,Mini Bus,4500
35.16,6189.82,23,2,1,0,Taxi,28000
32.23,4917.84,15,4,1,1,Mini Bus,13000
43.21,5713.46,1,5,1,1,Mini Bus,21000
16.78,4320.59,23,5,1,1,Boda Boda,10500
40.55,4748.97,4,2,1,0,Mini Bus,14000
21.74,5116.3,2,0,1,0,Special Hire,30000
7.64,5751.73,10,0,1,0,Mini Bus,3500
34.89,4812.7,1,3,1,0,Taxi,23500
41.11,5251.43,19,1,2,0,Special Hire,61500
33.96,4668.1,12,0,1,0,Special Hire,39500
23.15,4809.35,4,2,1,0,Boda Boda,11500
9.82,5492.79,6,5,2,0,Taxi,8500
17.97,4335.08,6,6,1,0,Mini Bus,5500
42.97,5429.47,15,0,1,0,Taxi,28000
44.27,6436.65,14,5,1,1,Boda Boda,29000
24.61,5192.45,19,1,2,0,Special Hire,36000
14.29,6046.64,0,6,1,0,Mini Bus,6500
36.73,5872.66,21,5,1,1,Boda Boda,21500
22.14,6489.85,22,2,1,1,Mini Bus,13000
19.93,5682.39,10,6,2,0,Boda Boda,11500
35.13,4678.01,9,6,2,0,Special Hire,47500
6.21,6299.11,16,1,1,0,Taxi,5000
31.43,5973.27,9,0,3,0,Boda Boda,23500
1.95,6295.57,18,0,3,1,Boda Boda,3500
33.85,4229.16,5,2,1,0,Taxi,21000
33.74,5593.94,21,6,1,0,Taxi,22500
32.35,5371.85,4,5,1,0,Taxi,24000
36.48,4110.26,11,1,1,0,Mini Bus,10000
16.58,6367.12,14,0,1,1,Special Hire,29500
30.98,5564.87,23,5,1,0,Taxi,24000
36.32,5026.57,7,6,3,1,Mini Bus,22000
28.79,6402.05,19,5,3,0,Special Hire,59500
42.83,4942.52,14,3,1,0,Boda Boda,18000
32.21,6255.52,1,1,1,1,Special Hire,63000
43.83,6352.24,1,5,1,0,Mini Bus,18500
35.32,4073.56,10,2,1,0,Taxi,19000
6.92,5806.67,2,5,1,0,Taxi,6500
1.39,5267.43,6,2,1,0,Special Hire,2500
19.68,4712.97,2,1,2,0,Special Hire,32000
42.66,5536.25,6,2,1,1,Taxi,34500
40.46,6041.13,14,2,1,0,Mini Bus,14000
27.37,6403.27,21,4,1,1,Mini Bus,13000
25.33,4485.3,6,1,2,0,Special Hire,34500
8.98,5040.27,0,3,1,0,Boda Boda,5500
33.88,5794.85,22,6,1,0,Taxi,25500
32.84,5085.72,0,6,1,0,Mini Bus,12000
19.47,5291.77,22,5,2,1,Special Hire,42000
35.86,5891.99,1,0,1,0,Special Hire,56000
37.18,4702.96,5,2,1,0,Mini Bus,13000
31.16,5610.98,19,0,3,0,Mini Bus,16500
22.46,6028.02,15,3,2,0,Mini Bus,10500
15.43,4861.52,23,2,1,0,Special Hire,21500
32.0,6354.05,22,4,1,0,Mini Bus,14000
13.14,4757.61,8,6,3,1,Special Hire,29000
33.37,5815.96,13,1,2,0,Special Hire,52000
21.21,5728.65,1,5,2,1,Special Hire,49500
6.05,6219.88,13,5,1,1,Mini Bus,4000
20.13,4453.56,14,3,1,0,Mini Bus,6500
31.34,4812.57,8,0,3,0,Mini Bus,15000
23.94,4223.98,11,2,1,0,Taxi,13500
35.93,6410.15,8,4,3,0,Taxi,38000
9.91,4932.07,17,0,2,0,Taxi,8000
33.93,5443.96,1,3,1,0,Taxi,26000
8.81,4753.09,23,5,1,0,Mini Bus,4000
31.81,4418.72,12,5,1,0,Mini Bus,9500
41.89,4025.24,23,6,2,0,Taxi,31000
43.4,6072.51,16,3,1,0,Boda Boda,20500
30.99,5490.93,16,0,1,0,Special Hire,40500
36.83,5578.28,15,1,1,0,Special Hire,47500
35.25,5561.87,18,4,2,0,Taxi,28000
35.71,5163.55,6,5,1,0,Special Hire,44000
8.91,5577.38,0,5,2,0,Special Hire,16500
5.27,4244.78,18,0,3,1,Special Hire,12000
10.62,6317.77,3,1,1,0,Boda Boda,7000
24.48,5705.78,1,1,1,0,Boda Boda,14000
38.37,5335.19,10,3,1,0,Boda Boda,17000
15.03,5663.59,3,6,1,0,Taxi,12000
15.2,5626.58,15,3,1,0,Taxi,11000
12.79,5526.08,19,3,3,0,Boda Boda,10000
39.57,4089.16,15,0,1,0,Boda Boda,14500
32.77,4393.35,9,3,2,0,Taxi,22500
36.36,5149.17,22,0,1,0,Mini Bus,13500
22.5,6485.95,1,1,1,0,Mini Bus,10500
39.44,5257.75,6,6,1,0,Boda Boda,18000
10.06,5150.13,1,6,2,0,Taxi,9500
2.64,5418.69,22,6,2,1,Mini Bus,3000
36.25,4837.01,21,6,1,0,Boda Boda,15500
9.67,4791.01,12,4,1,0,Special Hire,12000
20.43,4077.02,15,2,1,0,Taxi,11500
29.92,5351.51,4,5,1,0,Taxi,22000
3.94,5982.86,22,6,1,0,Boda Boda,3500
32.66,4828.55,13,1,1,0,Taxi,19500
30.32,4825.44,5,3,1,0,Boda Boda,15500
13.69,4004.74,19,2,3,1,Mini Bus,8500
9.28,4231.95,4,2,1,0,Mini Bus,4000
4.12,4084.78,4,3,1,0,Taxi,3500
16.27,6204.25,12,4,2,0,Boda Boda,10000
5.36,4905.66,4,6,1,0,Mini Bus,3000
29.41,4750.89,13,4,1,0,Mini Bus,9500
34.24,5854.48,0,3,2,0,Taxi,31000
27.43,6091.22,9,3,3,1,Boda Boda,26000
12.76,4817.39,19,3,2,0,Mini Bus,5500
35.6,4375.51,17,0,3,0,Special Hire,58500
41.23,5997.9,9,5,3,0,Taxi,41000
36.8,4251.62,13,1,1,0,Taxi,20000
29.35,5745.76,22,0,2,0,Boda Boda,20000
5.75,5599.06,17,1,3,0,Taxi,7000
42.56,4934.32,23,1,1,0,Mini Bus,15500
24.92,4319.92,23,3,1,0,Boda Boda,11500
9.16,5624.12,17,0,3,0,Mini Bus,6000
31.18,4347.34,2,6,1,0,Boda Boda,15000
0.58,5130.0,6,4,1,0,Taxi,1500
30.78,4594.08,20,5,3,0,Taxi,27500
5.52,4751.36,3,3,1,0,Taxi,4500
4.4,5199.6,23,3,1,0,Taxi,4500
1.17,5915.3,16,2,1,1,Special Hire,3000
12.13,4785.08,16,4,2,0,Special Hire,17500
23.58,5461.25,17,0,2,1,Taxi,22500
36.92,4961.07,12,4,1,0,Boda Boda,16500
19.18,4134.68,21,5,1,0,Taxi,11000
27.21,4226.09,7,3,3,0,Boda Boda,17000
24.6,5816.31,23,2,1,0,Mini Bus,10000
36.32,5642.01,10,6,1,0,Special Hire,47000
33.72,4063.38,23,2,1,0,Boda Boda,14500
40.79,4655.47,17,1,2,0,Mini Bus,14500
43.25,4366.73,22,1,1,0,Taxi,27500
20.3,6396.87,16,3,1,0,Mini Bus,8000
4.03,6429.22,8,1,2,0,Boda Boda,3500
22.09,5926.1,10,4,1,0,Boda Boda,11500
4.63,5891.12,11,0,1,0,Boda Boda,3000
1.35,4514.85,18,6,3,0,Mini Bus,2000
35.69,5547.79,9,5,3,0,Taxi,34500
36.01,4468.95,17,5,3,0,Boda Boda,22000
12.31,6244.65,23,1,1,0,Boda Boda,8000
37.85,6288.99,13,5,2,0,Taxi,32500
44.69,4705.75,5,4,1,0,Special Hire,57500
17.69,5196.0,21,3,2,0,Mini Bus,7500
2.65,4946.77,16,6,2,0,Special Hire,5000
22.47,4865.22,23,0,2,0,Taxi,19000
29.91,4726.37,21,2,1,1,Boda Boda,16500
1.27,4372.65,3,5,1,0,Special Hire,2500
26.59,5651.46,6,4,1,0,Boda Boda,12500
12.2,5782.74,21,1,1,0,Mini Bus,5000
33.3,4965.41,2,0,1,0,Boda Boda,16500
21.94,6418.91,7,2,2,0,Taxi,19500
26.06,5655.86,16,1,2,0,Boda Boda,15500
35.73,5565.52,21,1,1,0,Special Hire,47000
4.13,4629.95,19,1,2,0,Boda Boda,3000
30.04,4209.49,20,3,2,0,Taxi,19500
11.39,4003.95,4,2,1,0,Taxi,7500
4.43,6279.74,18,6,3,0,Taxi,6000
33.86,6245.64,5,3,2,0,Boda Boda,24000
19.78,4681.6,0,6,1,1,Taxi,17500
25.85,5372.06,7,3,3,0,Special Hire,48000
18.03,4163.68,3,0,2,0,Taxi,14500
22.52,5208.65,16,6,1,1,Boda Boda,13000
43.76,4133.51,8,6,3,1,Special Hire,88000
10.06,4206.82,9,3,3,0,Taxi,9000
24.69,4321.88,0,1,1,0,Special Hire,30500
12.16,4736.12,8,5,3,0,Boda Boda,8500
27.47,5932.49,17,3,3,0,Boda Boda,20000
6.54,4728.79,5,0,1,1,Special Hire,12000
33.14,5074.64,3,4,1,0,Taxi,24000
2.89,5614.57,20,1,3,0,Special Hire,7000
25.84,5873.45,2,4,2,0,Taxi,25000
42.4,4536.06,19,2,2,0,Mini Bus,15000
19.95,5742.63,15,4,1,0,Boda Boda,10000
6.69,4885.74,2,0,1,0,Taxi,5500
22.62,5663.6,6,6,1,0,Mini Bus,8500
36.29,4977.68,9,6,3,0,Special Hire,66000
11.59,5850.07,9,6,2,0,Special Hire,19000
30.77,4382.19,23,0,1,0,Taxi,20500
32.84,4064.84,17,1,3,0,Taxi,26000
6.54,5464.6,17,1,2,0,Boda Boda,4500
23.11,4381.28,0,2,1,1,Special Hire,36000
24.04,5601.67,12,2,1,1,Boda Boda,14500
1.42,5823.43,14,5,2,0,Boda Boda,2000
17.81,5741.75,23,3,2,0,Mini Bus,9000
44.36,4893.95,16,6,1,0,Special Hire,52500
20.95,5690.74,0,0,1,0,Taxi,16000
9.47,6225.83,18,5,3,0,Special Hire,20500
5.63,5359.35,19,4,3,0,Mini Bus,4000
8.24,5112.71,4,3,1,0,Taxi,6500
14.35,5899.29,3,4,1,0,Boda Boda,9000
21.51,5504.25,5,6,2,0,Mini Bus,11000
39.89,4686.08,7,1,3,1,Taxi,44000
21.89,5900.92,7,0,3,0,Boda Boda,17000
30.11,4088.53,6,1,2,1,Taxi,24500
42.53,5152.07,21,2,1,0,Special Hire,51000
15.59,5404.98,17,1,3,0,Mini Bus,8500
40.63,4168.82,13,0,1,0,Mini Bus,11500
42.53,4996.85,4,0,1,0,Special Hire,59000
37.55,5999.24,6,0,1,1,Mini Bus,16500
35.49,5865.03,5,0,1,1,Taxi,35500
1.41,5009.7,21,1,1,0,Mini Bus,1500
30.07,4137.42,14,4,2,0,Taxi,20000
16.12,4466.27,2,3,1,0,Taxi,11000
29.61,4892.51,0,0,1,0,Boda Boda,15000
29.05,5682.1,14,5,2,1,Boda Boda,21000
15.3,4995.56,17,4,3,0,Taxi,14500
37.95,5448.22,9,1,3,1,Mini Bus,23500
19.29,5705.23,12,3,1,0,Boda Boda,9500
19.32,6099.89,22,0,1,0,Taxi,16000
32.41,4754.15,3,3,1,0,Boda Boda,16000
44.55,4216.78,11,2,1,0,Mini Bus,12500
23.25,4138.71,17,4,3,1,Mini Bus,13000
14.33,4696.04,15,1,1,1,Mini Bus,6000
44.44,6355.55,11,6,1,0,Taxi,32500
1.33,4458.76,8,2,3,0,Boda Boda,2000
2.9,4719.05,1,2,2,0,Taxi,3500
13.24,4594.9,0,5,1,0,Special Hire,18000
5.17,5346.74,1,1,1,0,Taxi,4500
7.3,4311.59,2,5,2,0,Special Hire,12500
17.49,5996.9,16,0,1,0,Boda Boda,9000
36.88,6240.41,19,1,3,0,Boda Boda,28500
9.43,4892.18,16,4,1,0,Taxi,6500
9.15,5383.82,14,3,2,0,Mini Bus,4500
26.35,4750.39,17,4,3,1,Boda Boda,21000
14.85,4904.49,6,1,1,0,Taxi,9500
7.07,4131.05,15,6,2,0,Boda Boda,4000
18.49,4374.62,3,4,1,0,Boda Boda,9000
23.09,5956.62,12,4,1,0,Mini Bus,8500
23.87,5358.76,19,2,3,0,Boda Boda,16500
40.56,5013.07,21,5,1,0,Taxi,25000
27.92,6305.15,6,6,1,0,Mini Bus,10500
27.11,5586.17,16,2,1,0,Mini Bus,9500
32.68,5481.32,22,4,1,0,Special Hire,48000
25.43,4984.22,7,1,3,0,Taxi,24000
27.78,5386.83,7,4,3,0,Taxi,27000
8.94,5063.58,17,4,3,0,Mini Bus,5500
44.78,5698.8,10,5,2,1,Special Hire,88000
30.46,5902.63,1,3,1,0,Mini Bus,12500
16.79,5817.1,15,3,1,0,Boda Boda,9000
27.01,5625.48,2,4,1,0,Special Hire,40000
15.52,6452.12,1,0,1,1,Boda Boda,12500
32.99,5664.36,23,6,2,0,Boda Boda,21000
34.78,5806.97,8,3,2,0,Taxi,28500
11.02,6267.29,8,4,3,0,Taxi,12500
2.17,4604.74,23,2,1,0,Special Hire,4000
41.81,4634.41,9,6,3,0,Mini Bus,19000
16.44,5586.74,19,1,3,0,Boda Boda,12500
5.78,4459.08,8,6,2,1,Mini Bus,3500
24.84,5224.84,14,5,1,0,Mini Bus,8000
13.14,4616.62,5,3,1,0,Special Hire,17500
29.32,5997.74,18,3,3,0,Special Hire,58500
28.0,4892.89,11,2,1,0,Taxi,17000
5.54,5339.24,0,1,1,1,Boda Boda,5000
18.93,4819.25,14,6,1,0,Special Hire,22500
29.68,5242.47,20,0,3,0,Boda Boda,20500
17.42,5612.41,19,4,3,1,Mini Bus,12500
21.6,4714.06,13,0,1,0,Special Hire,24500
19.15,5771.02,6,1,2,0,Taxi,16000
24.63,5180.45,0,1,2,0,Special Hire,41000
31.62,4789.51,8,1,2,0,Mini Bus,12000
30.33,4758.37,22,6,1,0,Taxi,20500
35.53,6214.69,8,0,3,0,Special Hire,75000
1.0,5197.25,17,5,2,0,Taxi,2000
30.85,6089.58,8,1,2,0,Mini Bus,14000
